sequence_id	library	term	gained_in_term	lost_in_term	gained_genes	lost_genes	corrected_log2_odds_ratio	p_value	q_within_screen	q_global_library
ABCA4_0d87fb397ae3f92d	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	16	4	APH1B;DAD1;DISP3;DPM2;EMC10;EMC6;ERLN;JAGN1;OSTC;PIGP;SPCS2;SPCS3;STT3A;TMX4;TUNAR;WFS1	ABCA1;ABCB9;ABCD4;SURF4	3.2711917198149023	5.67178428609985e-06	0.0005274759386072861	0.005583871629665302
ABCA4_0e765006d61f8741	GO Molecular Function	olfactory receptor activity (GO:0004984)	49	0	OR2D2;OR2G6;OR3A1;OR3A2;OR4A5;OR4A8;OR4B1;OR4C3;OR4C5;OR4C6;OR4D2;OR4E1;OR4E2;OR4F4;OR4F5;OR4F6;OR4K1;OR4K2;OR4K3;OR4K5;OR4M1;OR4M2;OR4N2;OR4N5;OR4P4;OR4Q2;OR4S1;OR4S2;OR4X1;OR4X2;OR5B3;OR5H8;OR5M3;OR5M8;OR5M9;OR6B2;OR6B3;OR6N2;OR6P1;OR6Q1;OR6S1;OR8B4;OR8B8;OR8I2;OR8K3;OR8K5;OR9A2;OR9A4;OR9I1		5.702579957161825	8.827240706819796e-09	5.031527202887284e-07	1.4253586312230292e-05
ABCA4_0e765006d61f8741	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	1	12	ABCG1	ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-4.338370508043376	5.147227759836927e-06	0.00019559465487380324	0.0033861133137119814
ABCA4_0e765006d61f8741	GO Molecular Function	ABC-type transporter activity (GO:0140359)	1	10	ABCG1	ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4	-4.065536962684183	5.083139190880577e-05	0.0009657964462673097	0.027359611608612368
ABCA4_0e765006d61f8741	GO Molecular Function	ATPase-coupled transmembrane transporter activity (GO:0042626)	0	9		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCC9;ABCD4;ABCG2	-5.499990801456376	2.1352681228484093e-05	0.0006011288267681744	0.012642210799344482
ABCA4_0e765006d61f8741	GO Molecular Function	ATP binding (GO:0005524)	2	12	ABCG1;P2RX6	ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-3.596979465496374	2.636529941965677e-05	0.0006011288267681744	0.015106466073933662
ABCA4_0e765006d61f8741	GO Molecular Function	G protein-coupled receptor activity (GO:0004930)	49	0	OR2D2;OR2G6;OR3A1;OR3A2;OR4A5;OR4A8;OR4B1;OR4C3;OR4C5;OR4C6;OR4D2;OR4E1;OR4E2;OR4F4;OR4F5;OR4F6;OR4K1;OR4K2;OR4K3;OR4K5;OR4M1;OR4M2;OR4N2;OR4N5;OR4P4;OR4Q2;OR4S1;OR4S2;OR4X1;OR4X2;OR5B3;OR5H8;OR5M3;OR5M8;OR5M9;OR6B2;OR6B3;OR6N2;OR6P1;OR6Q1;OR6S1;OR8B4;OR8B8;OR8I2;OR8K3;OR8K5;OR9A2;OR9A4;OR9I1		5.702579957161825	8.827240706819796e-09	5.031527202887284e-07	1.4253586312230292e-05
ABCA4_0e765006d61f8741	KEGG	ABC TRANSPORTERS	1	12	ABCG1	ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-4.338370508043376	5.147227759836927e-06	0.00012868069399592317	0.002780646818703015
ABCA4_0e765006d61f8741	KEGG	OLFACTORY TRANSDUCTION	44	0	OR2D2;OR2G6;OR3A1;OR3A2;OR4A5;OR4B1;OR4C3;OR4C5;OR4C6;OR4D2;OR4E1;OR4E2;OR4F6;OR4K1;OR4K2;OR4K3;OR4K5;OR4M1;OR4N2;OR4N5;OR4P4;OR4Q2;OR4S1;OR4S2;OR4X1;OR4X2;OR5B3;OR5M3;OR5M8;OR5M9;OR6B2;OR6B3;OR6N2;OR6P1;OR6Q1;OR6S1;OR8B4;OR8B8;OR8I2;OR8K3;OR8K5;OR9A2;OR9A4;OR9I1		5.523285360446417	4.855638274836204e-08	2.427819137418102e-06	2.9510141615317028e-05
ABCA4_0e765006d61f8741	Reactome	Olfactory Signaling Pathway (R-HSA-381753)	48	0	OR2D2;OR2G6;OR3A1;OR3A2;OR4A5;OR4A8;OR4B1;OR4C3;OR4C5;OR4C6;OR4D2;OR4E1;OR4E2;OR4F4;OR4F5;OR4F6;OR4K1;OR4K2;OR4K3;OR4K5;OR4M1;OR4M2;OR4N2;OR4N5;OR4P4;OR4Q2;OR4S1;OR4S2;OR4X1;OR4X2;OR5B3;OR5M3;OR5M8;OR5M9;OR6B2;OR6B3;OR6N2;OR6P1;OR6Q1;OR6S1;OR8B4;OR8B8;OR8I2;OR8K3;OR8K5;OR9A2;OR9A4;OR9I1		5.667965223766186	8.241381789617623e-09	9.106726877527473e-07	1.4774858400128017e-05
ABCA4_0e765006d61f8741	Reactome	Transport of small molecules (R-HSA-382551)	4	16	ABCG1;ATP4B;FXYD3;FXYD7	ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC9;ABCG2;ABCG4;ANO10;ANO4;ANO7;NIPA2;NPC1;STOM	-3.184185023338764	5.203111650599736e-06	0.0002874719186956354	0.0049554760554790045
ABCA4_0e765006d61f8741	Reactome	Expression and translocation of olfactory receptors (R-HSA-9752946)	48	0	OR2D2;OR2G6;OR3A1;OR3A2;OR4A5;OR4A8;OR4B1;OR4C3;OR4C5;OR4C6;OR4D2;OR4E1;OR4E2;OR4F4;OR4F5;OR4F6;OR4K1;OR4K2;OR4K3;OR4K5;OR4M1;OR4M2;OR4N2;OR4N5;OR4P4;OR4Q2;OR4S1;OR4S2;OR4X1;OR4X2;OR5B3;OR5M3;OR5M8;OR5M9;OR6B2;OR6B3;OR6N2;OR6P1;OR6Q1;OR6S1;OR8B4;OR8B8;OR8I2;OR8K3;OR8K5;OR9A2;OR9A4;OR9I1		5.667965223766186	8.241381789617623e-09	9.106726877527473e-07	1.4774858400128017e-05
ABCA4_0e765006d61f8741	Reactome	Sensory Perception (R-HSA-9709957)	49	1	OR2D2;OR2G6;OR3A1;OR3A2;OR4A5;OR4A8;OR4B1;OR4C3;OR4C5;OR4C6;OR4D2;OR4E1;OR4E2;OR4F4;OR4F5;OR4F6;OR4K1;OR4K2;OR4K3;OR4K5;OR4M1;OR4M2;OR4N2;OR4N5;OR4P4;OR4Q2;OR4S1;OR4S2;OR4X1;OR4X2;OR5B3;OR5M3;OR5M8;OR5M9;OR6B2;OR6B3;OR6N2;OR6P1;OR6Q1;OR6S1;OR8B4;OR8B8;OR8I2;OR8K3;OR8K5;OR9A2;OR9A4;OR9I1;TMC2	ABCA4	4.107735944926706	1.353419228553499e-07	9.970188317010777e-06	0.00017506866094740467
ABCA4_1bfb09d0f5f9134d	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	0	11		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2	-5.098835400609735	5.899122347898592e-05	0.006253069688772508	0.029360727925158803
ABCA4_1bfb09d0f5f9134d	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	35	4	APH1A;APH1B;CNIH1;CNIH2;CNIH3;DAD1;DISP3;DPM2;EMC1;EMC10;EMC3;EMC4;EMC6;ERLN;FXYD3;GSG1;JAGN1;NCLN;OST4;OSTC;P2RX6;PANX1;PIGP;PIGQ;SERP1;SERP2;SGCD;SGCZ;SPCS1;SPCS2;SPCS3;STT3A;TRAM2;TUNAR;VMA21	ABCA1;ABCB9;ABCD4;SURF4	2.78512143059497	7.716253734869895e-06	0.0010108292392679563	0.0069635974851477945
ABCA4_1bfb09d0f5f9134d	KEGG	ABC TRANSPORTERS	0	11		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2	-5.098835400609735	5.899122347898592e-05	0.00289056995047031	0.020668131944849646
ABCA4_1eb17fcc9a04d0bf	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	31	4	APH1A;APH1B;CNIH1;CNIH2;DAD1;DPM2;EMC1;EMC10;EMC3;EMC4;EMC6;ERLN;JAGN1;NCLN;OSTC;PIGP;RPN1;RPN2;SERP1;SERP2;SGCD;SGCZ;SPCS1;SPCS2;SPCS3;STT3A;TUNAR;TUSC3;VMA21;WFS1;YIF1B	ABCA1;ABCB9;ABCD4;SURF4	3.5022658893966465	1.5542504389782327e-08	1.8651005267738793e-06	3.3663510257829546e-05
ABCA4_29b35e88144a1de1	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	12	4	DAD1;DISP3;DPM2;EMC10;EMC6;ERLN;GSG1;OSTC;PIGP;SPCS2;SPCS3;TUNAR	ABCA1;ABCB9;ABCD4;SURF4	3.360986602355667	1.855728803240622e-05	0.0018000569391434034	0.014886381536810605
ABCA4_32f83d0e71764f02	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	31	4	ABCG1;APH1A;APH1B;CNIH1;CNIH2;CNIH3;DAD1;DISP3;DPM2;EMC3;EMC4;EMC6;ERLN;FXYD3;GSG1;JAGN1;OST4;OSTC;P2RX6;PIGC;PIGP;SERP1;SERP2;SGCD;SPCS1;SPCS2;SPCS3;STT3A;TRAM2;TUNAR;VMA21	ABCA1;ABCB9;ABCD4;SURF4	2.744390964393302	1.6946073281645322e-05	0.002152151306768956	0.014116730815659848
ABCA4_3b734c13c39e2bc7	GO Cellular Component	plasma membrane (GO:0005886)	0	23		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCC8;ABCC9;ABCG2;ABCG4;ANO10;ANO4;ANO7;DUOX1;DUOX2;LAT2;MFSD6;NIPA2;NPC1;SPNS2;STOM;SURF4;SV2A	-5.533755348260471	5.293868644668973e-07	5.135052585328904e-05	0.0008819992382683484
ABCA4_3b734c13c39e2bc7	Reactome	Transport of small molecules (R-HSA-382551)	0	16		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC9;ABCG2;ABCG4;ANO10;ANO4;ANO7;NIPA2;NPC1;STOM	-4.9529250733482275	4.086774883930966e-05	0.004904129860717159	0.02707666046468784
ABCA4_4a302328235d0100	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	47	4	APH1A;APH1B;CNIH2;DAD1;DISP3;DPM2;DPM3;EMC1;EMC10;EMC3;EMC4;EMC6;ERLN;GSG1;JAGN1;LMAN2;MAGT1;NCLN;NOMO1;NOMO3;OSTC;PIGC;PIGG;PIGN;PIGO;PIGP;PIGQ;PIGS;PIGT;PIGU;PIGY;RPN1;RPN2;SERP1;SERP2;SPCS1;SPCS2;SPCS3;STT3A;STT3B;TRAM2;TUNAR;TUSC3;VMA21;WFS1;YIF1B;YIPF7	ABCA1;ABCB9;ABCD4;SURF4	3.959602188312053	1.8350083181578472e-12	2.1653098154262598e-10	1.9872222581490407e-08
ABCA4_4a302328235d0100	Reactome	Dengue Virus Infection (R-HSA-9839923)	14	0	DAD1;DPM2;DPM3;EMC4;MAGT1;OSTC;RPN1;RPN2;SPCS1;SPCS2;SPCS3;STT3A;STT3B;TUSC3		5.061651442843253	3.2214953998150524e-05	0.0020832336918804005	0.022832910534921712
ABCA4_4a302328235d0100	Reactome	Post-translational protein modification (R-HSA-597592)	22	0	CNIH2;DAD1;DPM2;DPM3;LMAN2;MAGT1;OSTC;PIGC;PIGG;PIGN;PIGO;PIGP;PIGS;PIGT;PIGU;PIGY;RPN1;RPN2;STT3A;STT3B;TUSC3;WFS1		5.78135971352466	6.259974248787893e-08	1.2144350042648512e-05	9.53926175901543e-05
ABCA4_4a302328235d0100	Reactome	Dengue Virus Genome Translation and Replication (R-HSA-9918487)	13	0	DAD1;DPM2;DPM3;MAGT1;OSTC;RPN1;RPN2;SPCS1;SPCS2;SPCS3;STT3A;STT3B;TUSC3		4.94817880409915	6.906515317589106e-05	0.002679727943224573	0.040966871241046934
ABCA4_4a302328235d0100	Reactome	Maturation of DENV proteins (R-HSA-9918432)	13	0	DAD1;DPM2;DPM3;MAGT1;OSTC;RPN1;RPN2;SPCS1;SPCS2;SPCS3;STT3A;STT3B;TUSC3		4.94817880409915	6.906515317589106e-05	0.002679727943224573	0.040966871241046934
ABCA4_4a302328235d0100	Reactome	Metabolism of proteins (R-HSA-392499)	27	2	APH1A;APH1B;CNIH2;DAD1;DPM2;DPM3;LMAN2;MAGT1;OSTC;PIGC;PIGG;PIGN;PIGO;PIGP;PIGS;PIGT;PIGU;PIGY;RPN1;RPN2;SPCS1;SPCS2;SPCS3;STT3A;STT3B;TUSC3;WFS1	ABCA3;NAPSA	3.787096083073804	1.794246662275471e-07	1.740419262407207e-05	0.00021032021356219048
ABCA4_646fa7dc17c45797	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	14	4	DAD1;DISP3;DPM2;EMC10;EMC6;ERLN;GSG1;OSTC;PIGP;SPCS2;SPCS3;TMX4;TUNAR;WFS1	ABCA1;ABCB9;ABCD4;SURF4	3.6103008361708144	1.6658515502662184e-06	0.00016491930347635562	0.0020044821515120014
ABCA4_659946516a9204f6	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-5.424256983329958	8.371244902044631e-06	0.0004562328471614324	0.005127243170693681
ABCA4_659946516a9204f6	GO Molecular Function	ABC-type transporter activity (GO:0140359)	0	10		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4	-5.153672460643446	6.116129564412091e-05	0.002222193741736393	0.029360727925158803
ABCA4_659946516a9204f6	GO Molecular Function	ATP binding (GO:0005524)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-5.424256983329958	8.371244902044631e-06	0.0004562328471614324	0.005127243170693681
ABCA4_659946516a9204f6	KEGG	ABC TRANSPORTERS	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-5.424256983329958	8.371244902044631e-06	0.000385077265494053	0.004070099271374099
ABCA4_659946516a9204f6	KEGG	NEUROACTIVE LIGAND-RECEPTOR INTERACTION	18	0	ADM2;CALCB;CORT;EDN1;EDN2;EDN3;IAPP;MCHR2;NMS;NMU;NMUR2;NPB;NPS;NPVF;NPW;PNOC;UCMA;UCN3		4.643856189774724	0.00021853819810907098	0.005026378556508632	0.04250130876825212
ABCA4_659946516a9204f6	Reactome	Transport of small molecules (R-HSA-382551)	0	16		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC9;ABCG2;ABCG4;ANO10;ANO4;ANO7;NIPA2;NPC1;STOM	-5.86365773525114	1.4907712064581833e-07	2.2659722338164385e-05	0.0001817369362369042
ABCA4_6dfd8dca86b83ec9	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	16	4	APH1B;CNIH2;DAD1;DISP3;DPM2;EMC10;EMC6;ERLN;JAGN1;OSTC;PIGP;SPCS2;SPCS3;TUNAR;VMA21;WFS1	ABCA1;ABCB9;ABCD4;SURF4	3.291256399144945	5.268220722381834e-06	0.0005004809686262742	0.005433542506003245
ABCA4_79e663cdd760d3c7	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-4.852344772440925	0.00013172224970634937	0.006717834735023818	0.04901077997509138
ABCA4_79e663cdd760d3c7	GO Molecular Function	ATP binding (GO:0005524)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-4.852344772440925	0.00013172224970634937	0.006717834735023818	0.04901077997509138
ABCA4_79e663cdd760d3c7	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	45	4	APH1A;APH1B;CNIH2;DAD1;DISP3;DPM2;DPM3;EI24;EMC1;EMC10;EMC3;EMC4;EMC6;ERLN;GSG1;JAGN1;LMAN2;NCLN;OSTC;PIGC;PIGG;PIGP;PIGQ;PIGS;PIGT;PIGU;PIGY;RPN1;RPN2;SERP1;SERP2;SGCD;SGCZ;SPCS1;SPCS2;SPCS3;STT3A;STT3B;TRAM2;TUNAR;TUSC3;VMA21;WFS1;YIF1B;YIPF7	ABCA1;ABCB9;ABCD4;SURF4	3.67312806405623	1.3674791371890414e-10	1.681999338742521e-08	4.936371772062908e-07
ABCA4_79e663cdd760d3c7	KEGG	ABC TRANSPORTERS	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-4.852344772440925	0.00013172224970634937	0.006717834735023818	0.03194224323715346
ABCA4_79e663cdd760d3c7	Reactome	Post-translational protein modification (R-HSA-597592)	19	0	CNIH2;DAD1;DPM2;DPM3;LMAN2;OSTC;PIGC;PIGG;PIGP;PIGS;PIGT;PIGU;PIGY;RPN1;RPN2;STT3A;STT3B;TUSC3;WFS1		5.372571381731749	2.5712528205859874e-06	0.0005219643225789554	0.0026121357404333043
ABCA4_79e663cdd760d3c7	Reactome	Transport of small molecules (R-HSA-382551)	1	16	TUSC3	ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC9;ABCG2;ABCG4;ANO10;ANO4;ANO7;NIPA2;NPC1;STOM	-3.700439718141092	6.620382897166932e-05	0.004479792427082957	0.040966871241046934
ABCA4_79e663cdd760d3c7	Reactome	Metabolism of proteins (R-HSA-392499)	24	2	APH1A;APH1B;CNIH2;DAD1;DPM2;DPM3;LMAN2;OSTC;PIGC;PIGG;PIGP;PIGS;PIGT;PIGU;PIGY;RPN1;RPN2;SPCS1;SPCS2;SPCS3;STT3A;STT3B;TUSC3;WFS1	ABCA3;NAPSA	3.4118344208716094	6.052749112543923e-06	0.0006143540349232082	0.005589988930393973
ABCA4_7f9b8845c24bdadb	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	11	4	DAD1;DISP3;DPM2;EMC10;EMC6;ERLN;GSG1;OSTC;PIGP;SPCS3;TUNAR	ABCA1;ABCB9;ABCD4;SURF4	3.275881797100255	4.706641633102532e-05	0.004612508800440481	0.035152121079781974
ABCA4_80bb23a18ff03ad3	GO Cellular Component	endoplasmic reticulum membrane (GO:0005789)	30	4	APH1A;APH1B;CNIH1;CNIH2;CNIH3;DAD1;DISP3;DPM2;EMC1;EMC4;EMC6;ERLN;GSG1;JAGN1;NCLN;OST4;OSTC;P2RX6;PIGC;PIGP;SERP1;SERP2;SGCD;SPCS1;SPCS2;SPCS3;STT3A;TRAM2;TUNAR;VMA21	ABCA1;ABCB9;ABCD4;SURF4	3.0939386376128004	7.174829670039221e-07	8.896788790848635e-05	0.001109997398738425
ABCA4_818072595dac88f3	GO Biological Process	sensory perception of smell (GO:0007608)	29	0	OR1C1;OR1D5;OR2D2;OR5B2;OR5B3;OR5F1;OR5I1;OR5L1;OR5L2;OR5T1;OR5T2;OR5T3;OR7A5;OR8A1;OR8B2;OR8B3;OR8B4;OR8B8;OR8D1;OR8D2;OR8G1;OR8G3;OR8G5;OR8H2;OR8H3;OR8I2;OR9G4;OR9I1;OR9Q1		5.565160859505671	1.2008786259289536e-07	4.022943396861995e-05	0.0026478172823107497
ABCA4_818072595dac88f3	GO Biological Process	G protein-coupled receptor signaling pathway (GO:0007186)	26	1	OR1D4;OR1D5;OR5B2;OR5B3;OR5I1;OR5L1;OR5L2;OR5T1;OR5T2;OR5T3;OR8A1;OR8B2;OR8B3;OR8B4;OR8B8;OR8D1;OR8D2;OR8G1;OR8G3;OR8G5;OR8H2;OR8H3;OR8I2;OR9G4;OR9I1;OR9Q1	ABCA1	3.795353724854285	8.272320828005636e-06	0.0013132623760960696	0.03918808794133007
ABCA4_818072595dac88f3	GO Biological Process	signal transduction (GO:0007165)	21	0	OR1C1;OR1D4;OR1D5;OR1E2;OR1E3;OR1F1;OR1G1;OR1J1;OR1J2;OR1J4;OR1L4;OR1S1;OR1S2;OR5I1;OR7A5;OR7D2;OR7G1;OR7G2;OR7G3;OR8S1;PHB1		5.052884239551519	1.17605585919051e-05	0.0013132623760960696	0.04714701025325737
ABCA4_818072595dac88f3	GO Molecular Function	olfactory receptor activity (GO:0004984)	83	0	OR1C1;OR1D4;OR1D5;OR1E2;OR1E3;OR1F1;OR1G1;OR1J1;OR1J2;OR1J4;OR1L4;OR1S1;OR1S2;OR2B2;OR2B8;OR2D2;OR2D3;OR2G2;OR2G3;OR2K2;OR2M2;OR2M7;OR4C5;OR4K2;OR4N5;OR4Q3;OR4X2;OR5A1;OR5A2;OR5B2;OR5B3;OR5F1;OR5G3;OR5H1;OR5H2;OR5H6;OR5H8;OR5I1;OR5J2;OR5K2;OR5K3;OR5K4;OR5L1;OR5L2;OR5P2;OR5P3;OR5T1;OR5T2;OR5T3;OR5V1;OR6B1;OR6B3;OR6X1;OR7A5;OR7D2;OR7G1;OR7G2;OR7G3;OR8A1;OR8B2;OR8B3;OR8B4;OR8B8;OR8D1;OR8D2;OR8G1;OR8G3;OR8G5;OR8H2;OR8H3;OR8I2;OR8K1;OR8K5;OR8S1;OR8U1;OR8U8;OR8U9;OR9G4;OR9G9;OR9H1;OR9I1;OR9K2;OR9Q1		7.513681079589103	7.261239892397637e-23	7.769526684865471e-21	1.842487756696669e-19
ABCA4_818072595dac88f3	GO Molecular Function	ABC-type transporter activity (GO:0140359)	0	10		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4	-4.994520373588748	0.0001197544478746616	0.002772563959280577	0.04791441314438184
ABCA4_818072595dac88f3	GO Molecular Function	odorant binding (GO:0005549)	40	0	OR5A1;OR5A2;OR5B2;OR5B3;OR5F1;OR5G3;OR5H1;OR5H2;OR5H6;OR5H8;OR5I1;OR5J2;OR5K2;OR5K3;OR5K4;OR5L1;OR5L2;OR5P2;OR5P3;OR5T1;OR5T2;OR5T3;OR6B3;OR8A1;OR8B2;OR8B3;OR8B4;OR8B8;OR8D1;OR8D2;OR8G1;OR8G3;OR8G5;OR8H2;OR8H3;OR8I2;OR9G4;OR9I1;OR9K2;OR9Q1		6.102945328875484	1.4507439878107485e-10	5.1743202231916695e-09	2.863123856832724e-07
ABCA4_818072595dac88f3	GO Molecular Function	G protein-coupled receptor activity (GO:0004930)	81	0	OR1C1;OR1D4;OR1D5;OR1E2;OR1F1;OR1J1;OR1J2;OR1J4;OR1L4;OR1S1;OR1S2;OR2B2;OR2B8;OR2D2;OR2D3;OR2G2;OR2G3;OR2K2;OR2M2;OR2M7;OR4C5;OR4K2;OR4N5;OR4Q3;OR4X2;OR5A1;OR5A2;OR5B2;OR5B3;OR5F1;OR5G3;OR5H1;OR5H2;OR5H6;OR5H8;OR5I1;OR5J2;OR5K2;OR5K3;OR5K4;OR5L1;OR5L2;OR5P2;OR5P3;OR5T1;OR5T2;OR5T3;OR5V1;OR6B1;OR6B3;OR6X1;OR7A5;OR7D2;OR7G1;OR7G2;OR7G3;OR8A1;OR8B2;OR8B3;OR8B4;OR8B8;OR8D1;OR8D2;OR8G1;OR8G3;OR8G5;OR8H2;OR8H3;OR8I2;OR8K1;OR8K5;OR8S1;OR8U1;OR8U8;OR8U9;OR9G4;OR9G9;OR9H1;OR9I1;OR9K2;OR9Q1		7.4594043853871925	1.7857307986245013e-22	9.553659772641082e-21	3.9647688056460493e-19
ABCA4_818072595dac88f3	GO Cellular Component	plasma membrane (GO:0005886)	84	23	OR1C1;OR1D4;OR1D5;OR1E2;OR1E3;OR1F1;OR1G1;OR1J1;OR1J2;OR1J4;OR1L4;OR1S1;OR1S2;OR2B2;OR2B8;OR2D2;OR2D3;OR2G2;OR2G3;OR2K2;OR2M2;OR2M7;OR4C5;OR4K2;OR4N5;OR4Q3;OR4X2;OR5A1;OR5A2;OR5B2;OR5B3;OR5F1;OR5G3;OR5H1;OR5H2;OR5H6;OR5H8;OR5I1;OR5J2;OR5K2;OR5K3;OR5K4;OR5L1;OR5L2;OR5P2;OR5P3;OR5T1;OR5T2;OR5T3;OR5V1;OR6B1;OR6B3;OR6X1;OR7A5;OR7D2;OR7G1;OR7G2;OR7G3;OR8A1;OR8B2;OR8B3;OR8B4;OR8B8;OR8D1;OR8D2;OR8G1;OR8G3;OR8G5;OR8H2;OR8H3;OR8I2;OR8K1;OR8K5;OR8S1;OR8U1;OR8U8;OR8U9;OR9G4;OR9G9;OR9H1;OR9I1;OR9K2;OR9Q1;PHB1	ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCC8;ABCC9;ABCG2;ABCG4;ANO10;ANO4;ANO7;DUOX1;DUOX2;LAT2;MFSD6;NIPA2;NPC1;SPNS2;STOM;SURF4;SV2A	1.765840752184531	1.0226234682410098e-06	0.00011555645191123412	0.0014766001132421355
ABCA4_818072595dac88f3	KEGG	ABC TRANSPORTERS	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-5.265104896275259	1.87866805709898e-05	0.00043209365313276536	0.008303712812377491
ABCA4_818072595dac88f3	KEGG	OLFACTORY TRANSDUCTION	80	0	OR1C1;OR1D4;OR1D5;OR1E2;OR1F1;OR1G1;OR1J1;OR1J2;OR1J4;OR1L4;OR1S1;OR1S2;OR2B2;OR2B8;OR2D2;OR2D3;OR2G2;OR2G3;OR2K2;OR2M2;OR2M7;OR4C5;OR4K2;OR4N5;OR4Q3;OR4X2;OR5A1;OR5A2;OR5B2;OR5B3;OR5F1;OR5H1;OR5H2;OR5H6;OR5I1;OR5J2;OR5K2;OR5K3;OR5K4;OR5L1;OR5L2;OR5P2;OR5P3;OR5T1;OR5T2;OR5T3;OR5V1;OR6B1;OR6B3;OR6X1;OR7A5;OR7D2;OR7G1;OR7G2;OR7G3;OR8A1;OR8B2;OR8B3;OR8B4;OR8B8;OR8D1;OR8D2;OR8G1;OR8G3;OR8G5;OR8H2;OR8H3;OR8I2;OR8K1;OR8K5;OR8S1;OR8U1;OR8U8;OR8U9;OR9G4;OR9G9;OR9H1;OR9I1;OR9K2;OR9Q1		7.432038802557483	3.884779836359542e-22	1.7869987247253894e-20	4.721949891095023e-19
