sequence_id	library	term	gained_in_term	lost_in_term	gained_genes	lost_genes	corrected_log2_odds_ratio	p_value	q_within_screen	q_global_library
ABCA4_caf69e54674cbb5d	KEGG	NF-KAPPA B SIGNALING PATHWAY	0	1		SPNS1	-2.0395283641866375	0.4375	0.4375	1.0
ABCA4_7d0f2321cb9d0900	KEGG	ABC TRANSPORTERS	1	2	ABCB6	ABCG2;ABCG4	1.550610995930379	0.44158371040723976	1.0	1.0
ABCA4_25f70cc058fae7d5	KEGG	ABC TRANSPORTERS	1	4	ABCB6	ABCA2;ABCD4;ABCG2;ABCG4	1.4739311883324122	0.44166736001331225	1.0	1.0
ABCA4_50d637253f22e454	KEGG	ABC TRANSPORTERS	1	4	ABCB6	ABCA2;ABCD4;ABCG2;ABCG4	1.4071753815058732	0.45497788955219287	1.0	1.0
ABCA4_3b734c13c39e2bc7	KEGG	NEUROACTIVE LIGAND SIGNALING	1	0	AGRP		1.8365012677171206	0.45819397993311034	1.0	1.0
ABCA4_e5cdcc50516b0a91	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.46428571428571436	1.0	1.0
ABCA4_ad6c74ddabac1824	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.46428571428571436	1.0	1.0
ABCA4_ad6c74ddabac1824	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.46428571428571436	1.0	1.0
ABCA4_e5cdcc50516b0a91	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.46428571428571436	1.0	1.0
ABCA4_e981026fe171748d	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_f78d239b581eb2fb	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_04f7a51a33eeb3da	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_dd8769d8c0cd0c63	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_04f7a51a33eeb3da	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_666510fd5279df0d	Reactome	Transport of small molecules (R-HSA-382551)	0	2		NIPA2;STOM	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_f78d239b581eb2fb	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_6f65511847adb21f	GO Cellular Component	plasma membrane (GO:0005886)	0	2		NIPA2;STOM	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_dd8769d8c0cd0c63	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_cf82bad5dbdf7c27	GO Cellular Component	membrane (GO:0016020)	0	2		NIPA2;STOM	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_cf82bad5dbdf7c27	Reactome	Transport of small molecules (R-HSA-382551)	0	2		NIPA2;STOM	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_bf4e4d25e024aee0	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_39e32d1f59ab24bc	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_5401e624afbaf927	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_8f5b9b2cc487660c	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_5401e624afbaf927	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_04a4e853f2c6ba2c	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ABCG4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_4643725a4b6e340c	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_8f5b9b2cc487660c	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_cd0486660044adf9	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_cd0486660044adf9	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_bf4e4d25e024aee0	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_53263bf343fa271f	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_e981026fe171748d	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_0d3e66dccb728235	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_899a5492f65ce978	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_f3f0bfd0613ae361	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_666510fd5279df0d	GO Cellular Component	membrane (GO:0016020)	0	2		NIPA2;STOM	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_0d3e66dccb728235	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_899a5492f65ce978	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_09235ee334e11abf	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_04a4e853f2c6ba2c	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ABCG4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_3e18fe8c14a51a8a	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_09235ee334e11abf	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_5deeed8276d2656a	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_72691326922e4f7f	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_964369af5a1de8d8	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_964369af5a1de8d8	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_39e32d1f59ab24bc	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_666510fd5279df0d	GO Cellular Component	plasma membrane (GO:0005886)	0	2		NIPA2;STOM	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_6f65511847adb21f	Reactome	Transport of small molecules (R-HSA-382551)	0	2		NIPA2;STOM	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_04a4e853f2c6ba2c	GO Cellular Component	membrane (GO:0016020)	0	2		ABCG4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_6f65511847adb21f	GO Cellular Component	membrane (GO:0016020)	0	2		NIPA2;STOM	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_cf82bad5dbdf7c27	GO Cellular Component	plasma membrane (GO:0005886)	0	2		NIPA2;STOM	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_5deeed8276d2656a	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_4643725a4b6e340c	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_58ca8a93896ff8be	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_53263bf343fa271f	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_72691326922e4f7f	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_3e18fe8c14a51a8a	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_58ca8a93896ff8be	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_f3f0bfd0613ae361	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-2.321928094887362	0.4666666666666667	1.0	1.0
ABCA4_5b419c00803751ec	KEGG	ABC TRANSPORTERS	1	2	ABCB6	ABCG2;ABCG4	1.3785116232537298	0.47449442571947115	1.0	1.0
ABCA4_a0ab87e1a1a63b68	GO Biological Process	magnesium ion transport (GO:0015693)	0	1		NIPA2	-1.7914133781885826	0.47619047619047616	1.0	1.0
ABCA4_0e633712b2798537	KEGG	ABC TRANSPORTERS	1	3	ABCB6	ABCD4;ABCG2;ABCG4	1.3240959315700724	0.4790301884243939	1.0	1.0
ABCA4_473058af71ac866c	KEGG	ABC TRANSPORTERS	1	2	ABCB6	ABCG2;ABCG4	1.3464504140214313	0.481203007518797	0.962406015037594	1.0
ABCA4_0732f61af14364f3	KEGG	ABC TRANSPORTERS	1	2	ABCB6	ABCG2;ABCG4	1.3393852919639087	0.481755684822845	1.0	1.0
ABCA4_8141ef7cc8d190e5	KEGG	ABC TRANSPORTERS	1	2	ABCB6	ABCG2;ABCG4	1.3093280581077287	0.48808002222839675	1.0	1.0
ABCA4_a0ab87e1a1a63b68	GO Biological Process	protein transport (GO:0015031)	2	0	CTNS;TAP2		2.321928094887362	0.48896631823461084	1.0	1.0
ABCA4_a0ab87e1a1a63b68	GO Biological Process	autophagosome maturation (GO:0097352)	2	0	CLN3;MFSD8		2.321928094887362	0.48896631823461084	1.0	1.0
ABCA4_a0ab87e1a1a63b68	GO Biological Process	intracellular copper ion homeostasis (GO:0006878)	2	0	ABCB6;ATP7B		2.321928094887362	0.48896631823461084	1.0	1.0
ABCA4_a0ab87e1a1a63b68	Reactome	Ion channel transport (R-HSA-983712)	2	0	ATP7B;CLCN1		2.321928094887362	0.48896631823461084	1.0	1.0
ABCA4_a0ab87e1a1a63b68	GO Molecular Function	transmembrane transporter activity (GO:0022857)	2	0	MFSD1;MFSD8		2.321928094887362	0.48896631823461084	1.0	1.0
ABCA4_a0ab87e1a1a63b68	GO Molecular Function	protein homodimerization activity (GO:0042803)	2	0	CLCN1;MFSD1		2.321928094887362	0.48896631823461084	1.0	1.0
ABCA4_a0ab87e1a1a63b68	GO Molecular Function	chloride channel activity (GO:0005254)	2	0	CLCN1;MFSD8		2.321928094887362	0.48896631823461084	1.0	1.0
ABCA4_430372f5bac56822	GO Biological Process	chloride transmembrane transport (GO:1902476)	2	0	ANO1;CLCN1		2.050626073069968	0.4962121212121211	1.0	1.0
ABCA4_430372f5bac56822	GO Molecular Function	ATP binding (GO:0005524)	2	0	CLCN4;CNNM2		2.050626073069968	0.4962121212121211	1.0	1.0
ABCA4_430372f5bac56822	KEGG	LYSOSOME	2	0	CLN3;CTNS		2.050626073069968	0.4962121212121211	0.9924242424242422	1.0
ABCA4_430372f5bac56822	GO Biological Process	monoatomic ion transmembrane transport (GO:0034220)	2	0	ANO1;CLCN4		2.050626073069968	0.4962121212121211	1.0	1.0
ABCA4_430372f5bac56822	GO Biological Process	monoatomic ion transport (GO:0006811)	2	0	CLCN4;CTNS		2.050626073069968	0.4962121212121211	1.0	1.0
ABCA4_44ebb56ef4b1220f	GO Cellular Component	membrane (GO:0016020)	2	0	ATP7B;CLCN1		1.9593580155026542	0.5	1.0	1.0
ABCA4_499238893205cbfc	Reactome	Transport of small molecules (R-HSA-382551)	3	0	ABCB6;ANO1;CLCN1		1.9593580155026542	0.5	1.0	1.0
ABCA4_499238893205cbfc	GO Cellular Component	plasma membrane (GO:0005886)	3	0	ABCB6;ANO1;CLCN1		1.9593580155026542	0.5	1.0	1.0
ABCA4_8648d2b88bb9a189	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-1.9593580155026542	0.5000000000000001	1.0	1.0
ABCA4_02435ae8461603d4	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-1.9593580155026542	0.5000000000000001	1.0	1.0
ABCA4_8648d2b88bb9a189	GO Cellular Component	plasma membrane (GO:0005886)	0	2		ANO4;NIPA2	-1.9593580155026542	0.5000000000000001	1.0	1.0
ABCA4_02435ae8461603d4	Reactome	Transport of small molecules (R-HSA-382551)	0	2		ANO4;NIPA2	-1.9593580155026542	0.5000000000000001	1.0	1.0
ABCA4_9fd8bc43a31ae781	KEGG	ABC TRANSPORTERS	1	2	ABCB6	ABCG2;ABCG4	1.2472670899754772	0.501215048140515	1.0	1.0
ABCA4_9c12abe389ac4762	GO Cellular Component	plasma membrane (GO:0005886)	0	3		ANO4;NIPA2;STOM	-1.9142701259741162	0.5090909090909091	1.0	1.0
ABCA4_9c12abe389ac4762	Reactome	Transport of small molecules (R-HSA-382551)	0	3		ANO4;NIPA2;STOM	-1.9142701259741162	0.5090909090909091	1.0	1.0
ABCA4_bd0bc2df1581a794	KEGG	ABC TRANSPORTERS	1	3	ABCB6	ABCD4;ABCG2;ABCG4	1.1590366852995764	0.5146949421434269	1.0	1.0
ABCA4_4e3efb6ddae0fefe	KEGG	ABC TRANSPORTERS	1	2	ABCB6	ABCG2;ABCG4	1.1080597458574528	0.5295698924731184	1.0	1.0
ABCA4_7853a45f5fce46ee	GO Cellular Component	Golgi membrane (GO:0000139)	3	0	ABCB6;ATP7B;CLN3		1.8839762036605165	0.540169133192389	1.0	1.0
ABCA4_7853a45f5fce46ee	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	3	0	ABCB6;ATP7B;TAP2		1.8839762036605165	0.540169133192389	1.0	1.0
ABCA4_7853a45f5fce46ee	GO Molecular Function	chloride channel activity (GO:0005254)	3	0	ANO1;CLCN1;MFSD8		1.8839762036605165	0.540169133192389	1.0	1.0
ABCA4_7853a45f5fce46ee	KEGG	LYSOSOME	3	0	CLN3;CTNS;MFSD8		1.8839762036605165	0.540169133192389	1.0	1.0
ABCA4_7853a45f5fce46ee	Reactome	Ion channel transport (R-HSA-983712)	3	0	ANO1;ATP7B;CLCN1		1.8839762036605165	0.540169133192389	1.0	1.0
ABCA4_7853a45f5fce46ee	GO Molecular Function	protein homodimerization activity (GO:0042803)	3	0	ANO1;CLCN1;MFSD1		1.8839762036605165	0.540169133192389	1.0	1.0
ABCA4_7853a45f5fce46ee	GO Biological Process	transmembrane transport (GO:0055085)	3	0	ABCB6;CTNS;TAP2		1.8839762036605165	0.540169133192389	1.0	1.0
ABCA4_a7f6fb60a3c0b4a5	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	3	0	ABCB6;ATP7B;TAP2		1.599246726727404	0.5500000000000002	1.0	1.0
ABCA4_a7f6fb60a3c0b4a5	GO Biological Process	transmembrane transport (GO:0055085)	3	0	ABCB6;CTNS;TAP2		1.599246726727404	0.5500000000000002	1.0	1.0
ABCA4_a7f6fb60a3c0b4a5	GO Cellular Component	endoplasmic reticulum (GO:0005783)	3	0	ABCB6;CLN3;TAP2		1.599246726727404	0.5500000000000002	1.0	1.0
ABCA4_a7f6fb60a3c0b4a5	GO Molecular Function	protein homodimerization activity (GO:0042803)	3	0	ANO1;CLCN1;MFSD1		1.599246726727404	0.5500000000000002	1.0	1.0
ABCA4_a7f6fb60a3c0b4a5	GO Molecular Function	chloride channel activity (GO:0005254)	3	0	ANO1;CLCN1;MFSD8		1.599246726727404	0.5500000000000002	1.0	1.0
ABCA4_a7f6fb60a3c0b4a5	KEGG	LYSOSOME	3	0	CLN3;CTNS;MFSD8		1.599246726727404	0.5500000000000002	1.0	1.0
ABCA4_a7f6fb60a3c0b4a5	Reactome	Ion channel transport (R-HSA-983712)	3	0	ANO1;ATP7B;CLCN1		1.599246726727404	0.5500000000000002	1.0	1.0
ABCA4_d1596cdb7afff3f9	KEGG	ABC TRANSPORTERS	1	3	ABCB6	ABCD4;ABCG2;ABCG4	0.9852029980719196	0.5520261004400864	1.0	1.0
ABCA4_d711006a5f7ad404	GO Cellular Component	lysosome (GO:0005764)	3	0	CLN3;CTNS;MFSD1		1.4961532337633001	0.555471124620061	1.0	1.0
ABCA4_d711006a5f7ad404	GO Molecular Function	chloride channel activity (GO:0005254)	3	0	ANO1;CLCN1;MFSD8		1.4961532337633001	0.555471124620061	1.0	1.0
ABCA4_d711006a5f7ad404	Reactome	Ion channel transport (R-HSA-983712)	3	0	ANO1;ATP7B;CLCN1		1.4961532337633001	0.555471124620061	1.0	1.0
ABCA4_d711006a5f7ad404	GO Molecular Function	protein homodimerization activity (GO:0042803)	3	0	ANO1;CLCN1;MFSD1		1.4961532337633001	0.555471124620061	1.0	1.0
ABCA4_d711006a5f7ad404	KEGG	LYSOSOME	3	0	CLN3;CTNS;MFSD8		1.4961532337633001	0.555471124620061	1.0	1.0
ABCA4_d711006a5f7ad404	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	3	0	ABCB6;ATP7B;TAP2		1.4961532337633001	0.555471124620061	1.0	1.0
ABCA4_d711006a5f7ad404	GO Biological Process	transmembrane transport (GO:0055085)	3	0	ABCB6;CTNS;TAP2		1.4961532337633001	0.555471124620061	1.0	1.0
ABCA4_d711006a5f7ad404	GO Molecular Function	ATP binding (GO:0005524)	4	0	ABCB6;ATP7B;CNNM2;TAP2		1.9024446905773265	0.5619135720893353	1.0	1.0
ABCA4_a7f6fb60a3c0b4a5	GO Molecular Function	ATP binding (GO:0005524)	4	0	ABCB6;ATP7B;CNNM2;TAP2		2.00553818354143	0.5659574468085108	1.0	1.0
ABCA4_799237e01c2519c0	GO Molecular Function	ATP binding (GO:0005524)	4	0	ABCB6;ATP7B;CNNM2;TAP2		1.4646682670034443	0.5668667466986794	1.0	1.0
ABCA4_799237e01c2519c0	GO Cellular Component	lysosomal membrane (GO:0005765)	5	0	ABCB6;CLN3;CTNS;MFSD1;MFSD8		1.7931690158142928	0.5713785514205683	1.0	1.0
ABCA4_799237e01c2519c0	GO Cellular Component	endomembrane system (GO:0012505)	5	0	ATP7B;CLN3;CTNS;MFSD1;MFSD8		1.7931690158142928	0.5713785514205683	1.0	1.0
ABCA4_2a67c1fdf7258210	GO Cellular Component	plasma membrane (GO:0005886)	1	3	ANO1	ABCG4;NIPA2;STOM	-1.222392421336448	0.5714285714285714	1.0	1.0
ABCA4_ba7e5d04c28f714b	Reactome	ABC-family proteins mediated transport (R-HSA-382556)	0	8		ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC9;ABCG4	-1.2601395029601394	0.5987191830388822	1.0	1.0
ABCA4_bc822bcdcb960b31	GO Molecular Function	ATPase-coupled transmembrane transporter activity (GO:0042626)	0	9		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCC9;ABCD4;ABCG2	-1.34845438939755	0.5997223850812848	1.0	1.0
ABCA4_573f31bfd08abeb0	GO Molecular Function	ATPase-coupled transmembrane transporter activity (GO:0042626)	0	9		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCC9;ABCD4;ABCG2	-1.2824551965718565	0.5998199445796205	1.0	1.0
ABCA4_10ac21f469966717	GO Molecular Function	ATPase-coupled transmembrane transporter activity (GO:0042626)	0	9		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCC9;ABCD4;ABCG2	-1.3528140856114206	0.600234052847799	1.0	1.0
ABCA4_ba7e5d04c28f714b	GO Molecular Function	ATPase-coupled transmembrane transporter activity (GO:0042626)	0	9		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCC9;ABCD4;ABCG2	-1.4305538355609904	0.6005431867523419	1.0	1.0
ABCA4_bc822bcdcb960b31	Reactome	ABC-family proteins mediated transport (R-HSA-382556)	0	8		ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC9;ABCG4	-1.17810820569034	0.6006300440720302	1.0	1.0
ABCA4_44087fbce4f59774	GO Molecular Function	ABC-type transporter activity (GO:0140359)	0	10		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4	-1.3072813189229608	0.6010132449249938	1.0	1.0
ABCA4_ea529ec8915d3769	KEGG	ABC TRANSPORTERS	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.254085449106311	0.6015094640628174	1.0	1.0
ABCA4_ea529ec8915d3769	GO Molecular Function	ATP binding (GO:0005524)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.254085449106311	0.6015094640628174	1.0	1.0
ABCA4_ea529ec8915d3769	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.254085449106311	0.6015094640628174	1.0	1.0
ABCA4_342eabeae5f4d215	KEGG	ABC TRANSPORTERS	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.326911502401618	0.601741698323786	1.0	1.0
ABCA4_573f31bfd08abeb0	GO Molecular Function	ABC-type transporter activity (GO:0140359)	0	10		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4	-1.4368638617320222	0.602015719918004	1.0	1.0
ABCA4_573f31bfd08abeb0	Reactome	Disease (R-HSA-1643685)	0	10		ABCA1;ABCA3;ABCA4;ABCC8;ABCC9;ABCD4;ANO10;ANO4;ANO7;SV2A	-1.4368638617320222	0.602015719918004	1.0	1.0
ABCA4_44087fbce4f59774	GO Molecular Function	ATPase-coupled transmembrane transporter activity (GO:0042626)	0	9		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCC9;ABCD4;ABCG2	-1.153208856190447	0.6026091919452938	1.0	1.0
ABCA4_5c771d7ed1da3ab1	GO Molecular Function	ABC-type transporter activity (GO:0140359)	0	10		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4	-1.1616383902573517	0.602820826643848	1.0	1.0
ABCA4_5c771d7ed1da3ab1	Reactome	Disease (R-HSA-1643685)	0	10		ABCA1;ABCA3;ABCA4;ABCC8;ABCC9;ABCD4;ANO10;ANO4;ANO7;SV2A	-1.1616383902573517	0.602820826643848	1.0	1.0
ABCA4_acd2d3feadcad4d3	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.3934813559123964	0.6029107706757719	1.0	1.0
ABCA4_acd2d3feadcad4d3	GO Molecular Function	ATP binding (GO:0005524)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.3934813559123964	0.6029107706757719	1.0	1.0
ABCA4_e93eb24eddd6ecbc	KEGG	ABC TRANSPORTERS	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.423126817660921	0.603238909984223	1.0	1.0
ABCA4_5c771d7ed1da3ab1	KEGG	ABC TRANSPORTERS	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.4331455734859122	0.6033828726438804	1.0	1.0
ABCA4_5c771d7ed1da3ab1	GO Molecular Function	ATP binding (GO:0005524)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.4331455734859122	0.6033828726438804	1.0	1.0
ABCA4_5c771d7ed1da3ab1	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.4331455734859122	0.6033828726438804	1.0	1.0
ABCA4_dee7e4f43ee41edf	Reactome	Transport of small molecules (R-HSA-382551)	0	16		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC9;ABCG2;ABCG4;ANO10;ANO4;ANO7;NIPA2;NPC1;STOM	-1.5233433824574902	0.6066300304117083	1.0	1.0
ABCA4_ba7e5d04c28f714b	GO Molecular Function	ABC-type transporter activity (GO:0140359)	0	10		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4	-1.5849625007211563	0.6075796888827206	1.0	1.0
ABCA4_44087fbce4f59774	GO Molecular Function	ATP hydrolysis activity (GO:0016887)	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.5783823522974434	0.6098245710459409	1.0	1.0
ABCA4_44087fbce4f59774	KEGG	ABC TRANSPORTERS	0	12		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC8;ABCC9;ABCD4;ABCG2;ABCG4	-1.5783823522974434	0.6098245710459409	1.0	1.0
ABCA4_ea529ec8915d3769	Reactome	Transport of small molecules (R-HSA-382551)	0	16		ABCA1;ABCA2;ABCA3;ABCA4;ABCA7;ABCB5;ABCB9;ABCC9;ABCG2;ABCG4;ANO10;ANO4;ANO7;NIPA2;NPC1;STOM	-1.6959938131099002	0.6171978624936536	1.0	1.0
